,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,-0.09951339,9.269189,3.139838,-0.000856976,0.002381787,0.0007624054,-0.06937428,9.26,3.159687,0.0004130424,0.004139614,0.005250725,-0.006205843,9.276897,3.123103,0.001973571,0.003764563,0.003855852,-0.02545097,9.252725,3.127275,0.0,-3.19655e-05,0.002158291
1,-0.02,9.23783,3.13,0.002032711,0.0003307379,-0.003073209,-0.04,9.289065,3.130312,-0.0001207706,-0.002838163,-0.001111111,-0.06259537,9.274809,3.1,0.003209552,-0.004074561,-0.003826998,-0.08476998,9.27523,3.16477,-0.002114317,-0.003198451,-0.005474626
2,-0.08,9.318612,3.159306,1.770055e-05,-0.0002733526,-0.002786628,-0.04966593,9.22,3.139916,0.0003103662,0.009068901,0.001111111,-0.02472937,9.270541,3.12,0.0009995696,-0.001499354,-0.001610896,-0.05558026,9.28163,3.14,-8.205792e-05,-0.002140164,-0.002181193
3,-0.07,9.25,3.140647,-0.0001789558,-0.0004896742,0.0001317626,-0.08918107,9.3,3.15,-0.0003105399,0.0008005712,-0.0003105399,-0.04315429,9.286309,3.122617,0.0002754726,-0.001111111,0.002262893,-0.05907653,9.221847,3.15,0.005511253,0.002216684,0.003327796
4,-0.05,9.241088,3.149637,0.002231815,0.001942046,0.002222222,-0.03998156,9.29,3.149963,0.002432092,0.0007201536,0.0008106974,-0.01356867,9.223216,3.090353,-0.001111111,-0.001466207,0.0004009186,-0.07255313,9.27,3.120213,0.003311841,-0.004465937,-0.002211476
5,-0.1094653,9.27,3.158396,-0.001029574,-0.005988805,0.0,-0.06951434,9.25,3.140728,0.0,0.004272986,0.003646551,-0.03033844,9.250677,3.129662,0.0001015569,0.001212668,0.003333333,-0.03201524,9.274677,3.125323,0.00107254,-0.001130397,0.001149683
6,-0.01938308,9.231851,3.149383,-0.002353706,0.0005233345,0.0009151856,-0.05868127,9.26956,3.13,0.001459633,-0.003333333,-0.001968026,-0.06905632,9.296038,3.124906,-0.002984171,-0.002222222,-0.0004127868,-0.1020135,9.249351,3.123311,-0.003285175,0.003269122,0.001127164
7,-0.0685027,9.251497,3.140374,0.0002887097,0.0130592,0.002222222,0.0001355806,9.279797,3.170068,0.0004761302,0.01158724,0.002698352,-0.00962148,9.236793,3.143964,-0.0007506578,0.0003902046,0.0007804091,-0.0355036,9.262752,3.138255,0.0002417705,-0.004081789,-0.00456533
8,-0.04682676,9.286587,3.142933,0.001970849,-0.003333333,-0.005806929,-0.110189,9.249905,3.110189,0.001917263,-0.0007915672,-0.001902678,-0.08064518,9.255591,3.11,0.003715718,0.0044084,0.001111111,-0.0141926,9.277161,3.117031,-0.001092296,0.00114874,0.00442563
9,-0.05983503,9.25033,3.14033,-0.004444444,0.004903329,0.002898516,-0.009979418,9.250082,3.179938,-0.001426354,0.005720939,-0.001741596,-0.006975408,9.293951,3.15,-0.003378398,-0.001066046,-0.00439938,-0.02566891,9.235669,3.125669,1.710979e-05,-0.007777778,-0.004470109
10,-0.08954562,9.261363,3.12,0.001923096,-0.003615381,-0.006666667,-0.09018259,9.250091,3.130183,0.0001554777,-0.001903678,-0.003807356,-0.1069481,9.243052,3.147792,0.001088407,0.002199518,-0.001111111,-0.05,9.287275,3.149101,-0.001092206,0.003371144,-0.0010733
11,-0.03,9.279604,3.169208,0.001111111,0.005224908,-0.000827459,-0.05982993,9.21,3.16966,0.001249923,-0.001249923,-0.002870422,-0.01396133,9.285097,3.113961,0.001489202,0.003333333,-0.003333333,-0.04664705,9.267225,3.124451,0.002220941,-0.005554915,-0.005554595
12,-0.1113325,9.23981,3.080381,-5.235704e-05,-0.005794066,-0.003280976,-0.06935349,9.250554,3.13,-0.003656147,0.01111111,0.0,0.006950026,9.3117,3.1161,-0.005196532,0.00114515,0.0003930631,-0.00834732,9.2,3.14113,-0.004456877,-0.001111111,-0.003308468
13,-0.03023089,9.260924,3.199538,0.0,0.004160111,-0.006382333,-0.06028275,9.299246,3.189811,0.00287336,-0.004635609,-0.002682195,-0.09122245,9.205852,3.15,-2.996004e-05,-0.004414484,-0.003333333,-0.11,9.274377,3.132812,0.005548463,0.002224587,-2.364345e-06
14,-0.07958934,9.300821,3.138357,0.002760531,0.007777778,0.002508623,-0.05973555,9.25,3.090264,0.00319248,0.008101197,0.003333333,-0.0312163,9.27,3.105856,0.0003902511,0.004084014,0.002222222,-0.02434673,9.27348,3.135653,-0.001054781,0.001111111,0.001054781
