,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.9713679,9.47,2.37,0.0003722541,-0.0003654917,-0.00111,0.9987703,9.45,2.332459,0.00111,0.0,0.0008127979,0.9716952,9.461695,2.35339,-0.004711916,-0.001656304,0.00111,0.9895651,9.470435,2.36826,-0.0009545386,0.0004663843,0.0
1,1.001381,9.473097,2.351381,-0.001483038,0.004439205,-0.00111,0.9973804,9.46,2.36131,0.0005427301,-0.00333,0.00222,0.9876437,9.46,2.368822,-0.00111,0.0006195065,0.002465247,0.9531243,9.461562,2.358438,0.004373068,0.002186534,0.002253466
2,0.9992679,9.461464,2.362196,-0.001313133,0.00556,0.002720602,1.018727,9.458727,2.351273,-0.0003723186,-0.002399204,0.00222,1.008081,9.48,2.378081,-0.002758497,-0.0008572549,0.0008572549,1.0,9.478533,2.369266,0.001990155,0.002105078,0.0
3,0.992147,9.486779,2.341074,0.0008948446,-0.001325155,0.0006796892,0.99,9.45,2.372846,0.0007437121,-0.001670568,-0.0009268561,0.99,9.485935,2.36,0.0,-0.004983188,-0.00183661,1.019763,9.479882,2.330237,0.002545932,0.001894068,0.00111
4,0.982394,9.461596,2.379202,0.0008738642,0.0006377285,-0.0002361358,0.9730653,9.468467,2.35,0.002063604,-0.002860813,0.0003127913,0.99,9.47,2.367168,0.001002333,0.0005004152,-0.00299639,0.9900761,9.450076,2.340152,0.002997371,-0.001442629,-0.002053686
5,0.98,9.463197,2.376803,-0.0004642259,-0.00111,0.000232113,0.9983476,9.471652,2.361652,0.0028936,0.0007827002,0.0010009,0.9714704,9.45147,2.36147,0.00444,0.0001857799,0.0001857799,0.9801197,9.479641,2.34012,0.004988743,0.003528167,0.00222
6,0.9991333,9.459133,2.35,-0.00197814,-0.00246186,0.00111,0.9983451,9.478345,2.331655,0.00199932,0.00344034,0.0002206795,0.99,9.45,2.388133,0.0,-0.003205449,0.0009042415,0.99,9.440348,2.360348,-0.001775631,0.00111,0.00222
7,1.000462,9.47,2.349538,0.002847326,0.0002413369,0.0008686631,0.9947918,9.461597,2.364792,-0.0009946598,-0.0006486394,0.00210466,1.017867,9.47,2.382133,0.00111,-0.0005838838,-0.0008469419,0.9807376,9.452213,2.360738,0.00298133,-0.001755107,-0.002336223
8,1.0,9.469415,2.34883,-0.002463278,0.0006234448,-0.00111,0.9717865,9.461786,2.35,0.0003139416,0.00111,-0.0006278832,1.004303,9.462151,2.351394,-0.00520737,0.002978952,-0.002044476,0.9897022,9.460149,2.359702,-0.002782176,0.0003626766,-0.001846338
9,0.9797453,9.47,2.388726,-0.00177688,-0.005632254,-0.0005177068,1.004199,9.466133,2.371934,-0.004271473,0.0009414734,8.42633e-05,0.9977578,9.452242,2.385516,0.0009274815,-0.003344889,0.0,0.9801965,9.450196,2.360589,0.0004895193,-0.0001631731,0.00111
