,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,1.322976,9.380536,-2.521071,0.0007825717,0.001975818,0.001275381,1.33,9.386873,-2.500309,-0.003864933,-0.001786445,0.002705911,1.346465,9.390606,-2.522929,-0.0007817021,-0.0008640544,0.003168629,1.356462,9.392924,-2.542924,0.0005654951,0.003898828,0.003878949
1,1.35,9.399383,-2.503539,-0.003174091,0.001983359,0.001111111,1.35,9.403021,-2.526511,-0.0006263055,0.001624217,0.001709117,1.345229,9.399847,-2.505076,-0.0063264,-0.001881956,0.004189245,1.35,9.401747,-2.514498,0.002190973,0.003302084,0.0007615733
2,1.358425,9.388425,-2.5,0.0,-0.0005029189,-0.0006081922,1.329225,9.4,-2.512324,0.002222222,0.003710853,-0.0009277133,1.315159,9.385478,-2.474841,-0.002860978,-0.0003542667,-0.0008749333,1.327242,9.387242,-2.516379,-0.002024659,0.002921864,0.0
3,1.348091,9.391909,-2.485728,-0.002943843,-0.003860208,-0.0001947454,1.35,9.375669,-2.514331,-0.0003806321,-0.002191437,0.0003806321,1.33,9.4,-2.475974,0.0,-0.001111111,0.001942603,1.323408,9.383408,-2.533408,-0.00187549,-0.00187549,0.0
4,1.35,9.407235,-2.497235,0.001634138,-9.801409e-05,0.001111111,1.334215,9.386446,-2.501322,0.001032041,0.001627132,-0.001111111,1.301684,9.404949,-2.508316,-0.001445466,0.002222222,-0.001111111,1.305323,9.394677,-2.501939,0.001578434,-0.002007626,0.0
5,1.321291,9.382583,-2.511291,0.003103566,0.0,0.003218449,1.34,9.393959,-2.51,0.0008562862,-0.001537193,0.00410193,1.35,9.410071,-2.489929,0.001051937,0.002222222,0.003333333,1.363399,9.410098,-2.53,0.00154358,0.001193169,0.002818807
6,1.335516,9.405516,-2.517011,0.003333333,0.002680536,0.004902758,1.304653,9.38,-2.51,0.00188215,0.002222222,0.002052186,1.355207,9.385207,-2.545207,0.004444444,0.0005808036,0.004444444,1.40177,9.38,-2.547257,0.001144295,0.009585384,0.004063013
7,1.334568,9.36,-2.547716,-0.002725863,0.01282969,0.004444444,1.354819,9.394819,-2.530723,0.002055002,0.005388335,0.002556663,1.369643,9.379643,-2.520357,0.0005577681,0.013195,0.001249447,1.245184,9.377037,-2.52,-0.001498615,0.01313958,0.0003875039
8,1.207138,9.367145,-2.50429,-0.004818371,0.01357906,0.0002457283,1.289683,9.408798,-2.508481,-0.002222222,0.02490574,0.005379463,1.219867,9.395066,-2.41,0.0017347,0.04155653,0.007777778,1.282245,9.403225,-2.436775,0.007730073,0.0510157,0.01111111
9,1.392285,9.428477,-2.450762,0.01092558,0.06074004,0.01499895,1.486664,9.353336,-2.513336,0.01599349,0.07410786,0.01717155,1.455037,9.360073,-2.494963,0.01423064,0.07004207,0.02068349,1.451501,9.363072,-2.526928,0.01111111,0.05446717,0.01704461
10,1.461743,9.383485,-2.523485,0.01353909,0.0418518,0.01596707,1.445843,9.373961,-2.53,0.01407838,0.029059,0.01333333,1.410144,9.364928,-2.504928,0.007901148,0.01876552,0.01135785,1.407595,9.372933,-2.537067,0.004199187,0.006421409,0.009321816
11,1.474705,9.388824,-2.561176,0.003949288,0.002838177,0.009384045,1.539372,9.364529,-2.525157,0.0005097143,0.009058794,0.01145092,1.353494,9.34957,-2.49914,0.002351607,-0.0001160466,0.008643457,1.168646,9.402202,-2.46,-0.001230865,-0.01461522,0.00584609
12,1.108201,9.44,-2.468201,0.004712291,-0.01750993,0.007242085,1.162729,9.44,-2.484243,0.007551686,-0.001902433,0.01966086,1.215187,9.42,-2.501729,0.006732948,0.008639439,0.03255363,1.305173,9.344827,-2.494827,0.009161021,0.03405883,0.04598634
13,1.32,9.344784,-2.490432,0.00988996,0.03887818,0.05477456,1.332699,9.37,-2.497301,0.01312811,0.05578911,0.06134466,1.376936,9.385202,-2.49133,0.0164527,0.06649398,0.0664527,1.485246,9.39,-2.554263,0.0209371,0.07871488,0.07819285
14,1.529593,9.354898,-2.54,0.02527651,0.08648064,0.08129714,1.73639,9.35361,-2.559585,0.020417,0.09138821,0.08513855,1.848047,9.307318,-2.539147,0.02379337,0.08953996,0.08577258,1.914055,9.318109,-2.584055,0.01700692,0.08615628,0.07845829
15,1.908845,9.338845,-2.586534,0.01984841,0.07042898,0.07176747,1.89,9.32,-2.584691,0.01893135,0.05275655,0.05551309,1.91,9.324933,-2.584667,0.01524884,0.04436776,0.04406104,1.908216,9.302946,-2.568216,0.01040838,0.03941131,0.03174758
16,1.872165,9.317835,-2.532165,0.00718501,0.02744418,0.02274057,1.81776,9.32776,-2.539601,0.004649354,0.01728139,0.01061473,1.776307,9.325795,-2.541591,0.004466562,0.01005898,0.001133229,1.72364,9.32728,-2.55364,0.002222222,0.002317821,-0.00605736
17,1.712888,9.348556,-2.524332,0.001120195,-0.003360586,-0.008888889,1.698498,9.324249,-2.574249,0.0,-0.004444444,-0.01040367,1.650589,9.343726,-2.540589,-0.001174479,-0.006603298,-0.01326997,1.616311,9.356311,-2.52,-0.001684807,-0.01157596,-0.01555556
18,1.613453,9.35,-2.52,-0.0041283,-0.007967465,-0.01431799,1.596113,9.342227,-2.523887,-0.005986763,-0.008208985,-0.01222222,1.583442,9.353442,-2.506721,-0.005992065,-0.008214287,-0.009543653,1.601908,9.332137,-2.534046,-0.001702673,-0.00784979,-0.006738679
19,1.6318,9.34128,-2.53,-0.002179561,-0.00423114,-0.003375994,1.659195,9.34,-2.53613,0.0007817723,0.001111111,0.000720225,1.67,9.33,-2.516945,0.003593302,0.0008511429,0.001962254,1.69,9.345143,-2.544857,0.003718795,-0.001836761,0.0009183804
20,1.693442,9.33,-2.536885,0.00304699,0.002760646,0.001015663,1.674051,9.33,-2.564051,0.001111111,0.0,0.001735112,1.67,9.346051,-2.519874,-0.0007303978,-0.006445281,-0.001651152,1.67,9.348286,-2.551714,-0.001111111,-0.008350212,-0.00138045
21,1.679338,9.36,-2.525993,-0.001187261,-0.003409483,-0.00126341,1.69,9.34,-2.54595,0.0004091159,0.001199433,-0.00242678,1.666487,9.332162,-2.524324,-0.002161008,-0.002237526,-9.182142e-05,1.631561,9.34422,-2.54578,0.001753194,-0.007604723,-0.005555556
22,1.61576,9.35144,-2.52288,-0.003333333,-0.006594349,-0.006594349,1.65,9.344794,-2.544794,-0.000752192,-0.004623904,-0.005914475,1.655934,9.340623,-2.534689,0.0002836982,-0.003333333,-0.005484631,1.620811,9.343063,-2.556126,-0.0003031993,-0.007677021,-0.0048484
23,1.592062,9.35,-2.530309,0.0,-0.008178079,-0.00357027,1.631915,9.335958,-2.525958,0.001316078,-0.004530723,-0.0035383,1.65,9.333108,-2.53,8.411418e-05,0.002222222,2.803806e-05,1.65,9.344745,-2.54949,0.0001850087,0.0009261025,0.0007410938
24,1.65,9.336222,-2.519333,-0.002164314,-0.005497647,0.0001158171,1.672568,9.35,-2.55,0.001249711,0.002718213,-0.0001191301,1.671126,9.340563,-2.545282,0.002828923,0.006968844,0.003837744,1.673901,9.346099,-2.571704,0.002998665,0.003694778,0.002971889
25,1.656878,9.33,-2.565317,0.003083956,0.004444444,0.002027867,1.639859,9.349859,-2.560282,0.003142284,-0.0007290129,0.000920062,1.674758,9.330484,-2.545725,0.0006924916,0.005136936,0.001006456,1.676854,9.333708,-2.553708,-0.001316661,0.002929999,0.002625557
26,1.662055,9.351782,-2.563836,0.0,0.005961414,0.0007052526,1.63,9.34664,-2.545984,-0.001306122,-0.006607714,-0.001111111,1.613191,9.358404,-2.523617,-0.003286333,0.002222222,1.566668e-05,1.645434,9.339133,-2.536301,0.000963693,0.002664476,0.002743661
