,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.8834591,8.76,4.223082,0.003294668,0.0008976875,-0.00111,0.8,8.733455,4.238273,-0.001081811,-0.006528799,-0.001053621,0.788629,8.748629,4.22,-0.003273296,-0.0009682411,0.001138352,0.8904421,8.749779,4.220442,-0.00111,0.007487373,0.005320516
1,0.9044754,8.717902,4.234475,0.00111,0.00233022,0.00225663,0.8371373,8.768216,4.238216,-0.00222,-0.004504025,-0.002188131,0.8196395,8.73964,4.263093,-0.0009776762,-0.001021784,-0.001021784,0.8503285,8.740329,4.209671,0.001835908,0.001451815,0.001472954
2,0.8695822,8.760836,4.209582,0.0001327093,0.0001327093,-0.0006957636,0.8276145,8.761422,4.226193,-0.0007880527,-0.005702708,-0.003169026,0.776811,8.723189,4.250433,0.002110311,0.0009454667,0.0008906222,0.8849958,8.778747,4.215627,-0.002098958,0.00444,0.005519289
3,0.9312317,8.761691,4.241232,0.001004198,0.004175494,0.00111,0.83,8.729773,4.25,-0.004938654,-0.003951346,0.0004914401,0.82,8.760423,4.250845,-0.001373678,-0.003524215,-0.001567893,0.86,8.742971,4.22,0.004103013,0.0019631,0.0030731
4,0.86,8.73,4.232243,0.00205995,0.0030099,-0.0006298496,0.8062923,8.752097,4.24161,0.003312278,-2.362977e-05,-0.002214093,0.8324779,8.767493,4.24,-0.002104797,-0.001931992,0.00222,0.8218648,8.711865,4.211865,0.0009186137,-0.0001148182,0.007167591
5,0.8512645,8.750422,4.23,-0.001846223,0.00368775,0.002967553,0.8682085,8.762052,4.235896,-4.525978e-06,-0.001114526,0.001105474,0.8444593,8.723615,4.233615,-0.002081209,-0.004370605,0.0001387906,0.8532832,8.748321,4.238321,0.00272818,0.00212636,0.00302909
6,0.899331,8.796655,4.228662,0.0001313942,0.0004575961,0.00222,0.85,8.727104,4.222806,0.0,-0.0006017552,-0.0009079469,0.8208541,8.733618,4.226382,0.0,-0.004549405,0.0008931438,0.8258239,8.77,4.22044,0.00111,-0.003135772,0.001158557
7,0.82,8.74,4.232868,0.001184099,0.00333,0.004514767,0.8584813,8.766963,4.233925,0.00100204,0.00111,0.006561554,0.8633831,8.74,4.243234,-0.001040825,0.000138351,0.00535185,0.8611202,8.71168,4.21888,-0.0005715579,-0.0004506232,0.002549688
8,0.8675889,8.760804,4.25,0.0001567726,0.00111,0.0009532274,0.8224127,8.752413,4.235524,0.002169988,-5.001184e-05,-0.001143341,0.8370231,8.74,4.221908,0.004278069,0.004602661,0.001977103,0.8719106,8.766179,4.236179,0.0007616207,0.0002835172,-0.001174862
9,0.8481508,8.74,4.24,-0.0003633013,-0.001846651,-0.001846651,0.81,8.72975,4.243167,-0.0005782176,-0.004333644,0.0006845741,0.8270012,8.747001,4.257001,0.001098314,0.002225843,0.0,0.8756161,8.744384,4.242693,0.0,0.002144842,0.0
10,0.8355856,8.731622,4.211622,0.001020392,0.00111,8.960819e-05,0.8436557,8.785126,4.196344,-0.0022815,-0.002035499,0.00111,0.85,8.75,4.258322,-0.005681196,-0.001234157,-0.000452771,0.8284915,8.728491,4.258491,-0.006208297,0.0003073403,0.001186835
