,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,-0.8496981,9.46593,2.5,-0.003307567,-0.001808379,-0.03229952,-0.8318611,9.449448,2.487035,-0.009220648,0.02985914,-0.01538968,-0.7035673,9.440955,2.495478,-0.01101699,0.03282484,-0.008888889,-0.5699329,9.493378,2.47,-0.01050297,0.001088213,-0.01454962
1,-0.6444589,9.453012,2.506506,-0.007565635,-0.02486873,-0.01377442,-0.8085681,9.44858,2.524284,-0.007002948,-0.01418486,-0.00560669,-0.7805873,9.467647,2.51,-0.01020904,0.005588523,0.002013187,-0.6681943,9.43,2.515463,-0.01683148,0.03685275,0.007139818
2,-0.5477187,9.457427,2.48,-0.02067432,0.03622988,0.01,-0.4622031,9.477797,2.494068,-0.01853835,0.01634586,0.0003802839,-0.5491293,9.447718,2.522282,-0.01478338,-0.0004833495,-0.005411144,-0.6425152,9.48,2.522515,-0.01666667,-0.0009241491,-0.01092415
3,-0.6541606,9.451679,2.525839,-0.01505588,0.002445755,-0.01222222,-0.591927,9.437431,2.573394,-0.01719246,-0.009181547,-0.01111111,-0.6038974,9.480492,2.556831,-0.01021931,-0.006005091,-0.008892525,-0.6941121,9.421402,2.558972,-0.007625959,-0.01479837,-0.01262644
4,-0.6728356,9.461493,2.587164,-0.00571567,-0.01194687,-0.01111111,-0.6374138,9.506509,2.586078,0.005983115,-0.01709423,-0.006367443,-0.7429048,9.48473,2.608423,0.01057548,-0.03107127,-0.007242144,-0.7654951,9.403106,2.58,0.004179559,0.008359119,-0.002645335
5,-0.549935,9.43,2.545733,0.006530711,0.01909282,0.001179089,-0.4869772,9.454271,2.568647,0.00876041,-0.03031248,-0.007934017,-0.6441753,9.474175,2.594175,0.008008845,-0.04333333,-0.01513765,-0.7856259,9.437496,2.614374,0.01526103,-0.0286879,-0.01356086
6,-0.7409056,9.423819,2.641909,0.01917436,0.002191458,-0.005713672,-0.52,9.522287,2.551331,0.02376054,0.0008975084,-0.006645118,-0.4830687,9.484657,2.463069,0.02542842,-0.009809296,-0.01712687,-0.4608665,9.469827,2.46422,0.02013481,-0.0190237,-0.0298317
7,-0.4615537,9.460727,2.483835,0.02078186,-0.03306596,-0.03748978,-0.6618661,9.549067,2.510239,0.02187996,-0.06016866,-0.05051092,-0.8127642,9.337786,2.469436,0.02840844,-0.06407129,-0.04788507,-0.4339029,9.541165,2.49,0.02784455,-0.0843385,-0.05601496
8,-0.7115341,9.418097,2.549631,0.03135887,-0.1079298,-0.06666667,-0.8565707,9.476643,2.590072,0.02222222,-0.1027383,-0.05854661,-1.03269,9.418162,2.609507,0.0312872,-0.0926193,-0.05996478,-1.109736,9.42783,2.467566,0.02383801,-0.01377926,-0.03323157
9,-0.9323193,9.435696,2.474304,0.0252471,0.03090649,-0.01580737,-0.8431283,9.452775,2.445903,0.01548299,0.06617536,0.004444444,-0.8332611,9.454892,2.4,0.009504278,0.06279772,0.01490028,-0.7686818,9.461318,2.447055,0.003363117,0.05447423,0.02663688
10,-0.6695381,9.454587,2.532112,0.0,0.04946528,0.03026736,-0.534917,9.499705,2.555672,0.00737057,0.02675395,0.02625946,-0.6609233,9.470452,2.606817,0.01722611,0.001662782,0.02110334,-0.7322761,9.451557,2.589222,0.02564933,0.008718782,0.02013194
11,-0.6210946,9.480274,2.645684,0.03589412,0.02551248,0.02154509,-0.4145805,9.705923,2.579497,0.06415097,0.03696014,0.006862317,-0.4326372,9.694334,2.556971,0.1017427,-0.01279451,-0.02114204,-1.0929,9.21145,2.434606,0.1229367,-0.05960337,-0.02400843
12,-1.302794,9.406178,2.455441,0.1106994,-0.04186514,-0.01034726,-1.065406,9.384809,2.537703,0.1021862,0.04380199,0.03466075,-0.4509418,9.468888,2.268718,0.09259803,0.07124725,0.053573,-0.08381724,9.703943,2.191577,0.09276377,-0.01559275,0.03068164
13,-0.3210474,9.564476,2.319713,0.09672711,-0.106989,0.01103052,-0.75,9.411195,2.286056,0.1006111,-0.181778,-0.01083344,-0.7,9.622861,2.36,0.0964351,-0.1696112,-0.01098151,-0.5324978,9.61639,2.34639,0.1036759,-0.1737611,-0.01598334
