,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,2.010621,9.481603,1.77,-0.004651043,0.001009082,0.06297769,1.614272,9.51644,1.798932,0.009518505,0.0244052,0.03255448,1.862582,9.353709,1.722649,0.007901771,0.02279438,0.02083719,1.223272,9.598834,1.698834,-0.003276781,-0.02420028,0.01116322
1,0.983589,9.663205,1.748493,0.01034452,-0.002832113,0.02377096,1.247251,9.529214,1.728036,0.01705124,0.02822188,0.07034515,1.039033,9.468539,1.696584,0.01427002,0.01829032,0.09816284,1.081071,9.464147,1.714147,0.02086626,0.0739043,0.1305984
2,1.633339,9.33,1.694998,0.02100166,0.09178664,0.1436816,1.600849,9.657735,1.689434,0.007164321,0.04394568,0.14889,1.727624,9.665776,1.719175,0.01766987,0.06069157,0.1496001,2.033557,9.316779,1.696779,0.005795144,0.06556,0.1480178
3,2.238721,9.325814,1.639219,0.002325795,0.06556,0.1334914,2.41,9.439315,1.744794,0.007088276,0.03043825,0.05890309,2.272394,9.475869,1.764131,0.002187895,0.001043731,0.03683215,2.042845,9.516736,1.74,0.003322633,0.005540331,0.01224212
4,2.086457,9.467638,1.77941,0.00620233,0.0009394963,-0.00163398,1.684208,9.459945,1.71,-0.003275252,-0.03787125,-0.01222,1.51,9.45,1.673823,0.002136964,-0.03370404,-0.01543507,1.591448,9.536622,1.71807,0.00778,0.001724148,-0.001031998
5,1.63804,9.43392,1.64392,-0.002616226,0.003781601,0.01163791,1.666287,9.458204,1.741796,0.00479501,-0.0007036799,0.01444,1.686376,9.378926,1.716376,0.005405081,-0.00621157,0.01841189,1.744763,9.507891,1.674218,0.0002701617,0.01632001,0.03329159
6,2.018309,9.420247,1.725423,0.00556,0.03303566,0.024676,1.744612,9.45443,1.746347,-0.01084308,-0.005066105,0.03084308,1.69,9.558613,1.768613,-0.002509233,0.01118519,0.02510365,2.099117,9.482059,1.701176,0.00695625,0.02487735,0.01552242
7,2.034496,9.410442,1.712531,0.003720633,-0.003901785,0.01222,1.736921,9.42,1.742076,0.006799576,0.01527378,0.00667,2.006106,9.49415,1.760731,0.01078592,0.04607879,0.001041121,2.18521,9.594084,1.691832,0.01016143,-0.001214046,-0.02274786
8,2.106707,9.415976,1.668048,0.006361485,-0.01049297,-0.0353091,2.276972,9.35281,1.660073,0.002385993,-0.02662962,-0.08078809,1.858261,9.54419,1.72668,-0.004180945,-0.06358906,-0.08444,1.722483,9.498724,1.677517,-0.0006590706,-0.03951442,-0.09420315
9,1.631969,9.501969,1.705907,-0.002222319,-0.03667464,-0.08888536,1.53913,9.517826,1.720435,0.00222,-0.0336877,-0.07116542,1.461995,9.458979,1.740998,-0.0005173632,-0.02742335,-0.05841482,1.636808,9.443941,1.649576,-0.005116617,-0.02073001,-0.04213663
10,1.563535,9.544828,1.75,0.00307286,-0.02307286,-0.03452649,1.45,9.593592,1.742136,0.005669584,-0.002157842,-0.01116743,1.718837,9.464884,1.733488,0.01317776,0.01333,-0.00111,1.909165,9.454896,1.725104,0.001709804,-0.02612695,-0.003665576
11,1.728575,9.45755,1.75755,0.0,-0.04400684,-0.006426326,1.65061,9.370521,1.661652,0.007010635,-0.009406826,-0.02059317,1.825153,9.385153,1.725153,0.002944775,-0.009421223,-0.03313645,1.728986,9.419684,1.681646,-0.001231566,-0.04592415,-0.05440968
12,1.396064,9.535275,1.729055,-0.00222,-0.05576055,-0.05256081,1.779023,9.72836,1.65918,0.007356753,0.002299871,-0.03195649,1.928683,9.62237,1.698683,0.007474681,-0.01588933,-0.02617064,1.614945,9.322638,1.657693,-0.004535392,-0.02882533,-0.03315462
13,1.776095,9.389349,1.739349,-0.004731118,-0.0180636,-0.04553056,1.886691,9.541654,1.651654,-0.008872319,-0.04877492,-0.06663456,1.826063,9.658484,1.733937,-0.00640902,-0.0567999,-0.06961029,1.750348,9.486743,1.764419,0.0,-0.06308497,-0.07648567
14,1.652479,9.354958,1.762479,-0.004861094,-0.05346039,-0.06750011,1.791013,9.40405,1.691013,-0.01179841,-0.05251648,-0.07326745,1.783771,9.480573,1.675656,-0.01539875,-0.07031963,-0.08778869,1.589912,9.572015,1.690013,-0.009136743,-0.0830877,-0.1104933
15,1.254421,9.564421,1.748526,-0.004141837,-0.07189402,-0.1050938,1.614686,9.352971,1.605314,0.00107203,-0.03228646,-0.09557896,1.446207,9.436345,1.644276,-0.01188979,-0.05703629,-0.09897255,1.424225,9.518734,1.655071,-0.01236419,-0.03806549,-0.1140103
16,1.498629,9.416573,1.683146,-0.01279023,-0.0366796,-0.1325766,1.731064,9.633617,1.74,-0.006887494,-0.06604533,-0.1431125,1.31456,9.688738,1.729225,-0.01506064,-0.09603393,-0.1270558,1.176991,9.528252,1.66233,-0.005255914,-0.02838864,-0.0957641
17,1.299154,9.498731,1.71,-0.004740648,-0.02187232,-0.0776136,1.365009,9.62,1.684991,-0.01376687,-0.03892869,-0.0675794,1.206848,9.573307,1.748268,-0.0101571,-0.05802526,-0.078418,1.260819,9.568688,1.747869,-0.006306075,-0.04486532,-0.04524747
18,1.285131,9.683848,1.801283,-0.01284775,-0.04705445,-0.01623545,1.083709,9.584225,1.748967,-0.007418815,-0.004887263,0.03067274,1.380421,9.582254,1.754789,0.0005804241,0.006291537,0.03977333,1.490677,9.404661,1.642664,-0.007633987,-0.04813063,0.01379734
19,1.350758,9.506966,1.763174,-0.006354502,-0.05730191,0.01651617,1.267711,9.797861,1.799503,-0.007240882,-0.03466749,0.05977737,1.38,9.617952,1.784418,-0.002784857,-0.002597487,0.09883319,1.58721,9.435579,1.599509,-0.01200554,0.01209223,0.1447378
20,1.402574,9.603872,1.703234,-0.01683382,0.01728779,0.1617285,1.378613,9.280406,1.689306,-0.00608615,0.08008343,0.1547716,1.350723,9.531327,1.763496,0.004466305,0.1033563,0.1615291,1.940051,9.114262,1.631424,0.00843215,0.1398145,0.1089769
21,2.106765,9.269822,1.64,-0.00879049,0.09102469,0.05236718,1.628316,9.907264,1.903719,0.03335406,0.03190821,-0.03917288,1.790991,9.627423,1.769207,0.03884268,0.03173608,-0.05251268,1.480505,9.547563,1.82731,0.03098079,-0.007521292,-0.00404152
22,1.34,9.351588,1.735794,0.01944699,-0.0011148,0.02120203,1.266057,9.113984,1.635975,-0.003156915,0.006843085,0.005484288,1.199534,9.298384,1.702795,-0.002559015,-0.0006747738,-0.02542811,1.041668,9.601668,1.607226,-0.00536932,-0.0251033,-0.06634159
23,1.19679,9.585953,1.665953,0.007464886,-0.01813446,-0.07091328,1.045595,9.360947,1.636256,-0.01688764,-0.05333,-0.03934837,0.73,9.525849,1.706792,-0.01039699,-0.0075979,-0.01451949,1.238772,9.465854,1.667562,0.001814296,0.06826642,-0.005362176
24,1.19099,9.394471,1.68174,-0.01074704,0.03961591,-0.01967001,1.251207,9.47022,1.598132,0.008682702,0.05803784,-0.04556452,1.70628,9.449215,1.702559,0.01268557,0.06463241,-0.05032399,1.485248,9.736238,1.92967,0.002000011,0.02755062,-0.007054775
25,1.566555,9.853144,1.963311,0.00667,0.06726457,0.03582399,1.162241,9.241744,2.008797,0.02,0.1255341,0.01595999,1.341174,8.882934,1.966455,0.01406647,0.1911842,-0.03602892,1.517821,9.109075,2.07594,0.00333,0.2657113,-0.1108462
26,1.761133,9.548006,1.981133,0.00973017,0.2567669,-0.1032245,0.9912127,10.08932,2.139494,-0.01815575,0.06580265,-0.04563733,-0.5582382,9.866319,1.777833,-0.03881566,0.1570765,0.04661382,-2.025079,6.748673,1.532521,-0.1146444,0.6298846,0.1404761
27,-1.446338,6.007453,1.569986,-0.1483708,0.94017,0.1375109,-0.412994,10.37275,1.982871,-0.07551779,1.222722,0.08373288,1.562747,15.52356,2.832299,0.1650431,1.322631,0.1535121,4.050247,9.403124,2.462581,0.1170855,0.8603877,0.5022479
28,0.9739881,7.104228,2.612375,-0.1069579,0.5061981,0.697631,1.658568,8.506107,2.023563,-0.07864461,1.020703,0.3938654,5.598485,9.79444,1.196506,0.0004335492,0.8165192,0.2545189,2.609189,9.774309,2.302057,0.05381229,0.1758221,0.2796343
29,1.090381,8.002914,2.4376,0.01884241,0.1732701,0.1437097,3.156274,10.22651,2.060693,-0.04964508,0.4080072,0.0562066,4.477483,9.209778,2.036546,-0.03334545,0.2207023,-0.023406,1.516598,9.788783,2.19587,-0.1991336,-0.3064986,-0.09630914
30,-0.8921561,11.11281,2.374072,-0.06147921,-0.202791,-0.00198451,-0.6159753,8.949779,2.636399,0.1487152,0.380774,0.05991645,1.206067,10.30957,3.593306,0.1994211,0.6144267,0.1851155,3.23541,8.884711,2.340013,0.178511,0.2493128,0.1560358
31,1.615719,9.525835,2.377872,0.1448557,-0.05745914,0.1524164,-0.07115742,9.36934,2.502315,0.1871919,0.1763277,0.2004043,0.7662035,10.06444,2.464677,0.2420161,0.4089168,0.3171219,3.412333,8.716306,1.650681,0.3153256,0.4103436,0.3338212
32,3.110977,9.494004,1.667087,0.2439819,0.08524412,0.3785559,-0.6277665,9.935042,2.384958,0.2771989,-0.006391725,0.407752,-1.035638,9.669323,2.639173,0.3013677,0.3989287,0.4453896,3.46836,9.111475,1.221681,0.2877002,0.6120614,0.5008806
33,3.555476,9.397586,0.9656036,0.2343518,0.2208818,0.4698049,0.8043384,9.61226,1.393738,0.2017876,-0.09543677,0.3786892,0.1398517,9.529951,1.3,0.1759337,0.0842268,0.3763293,2.441927,9.568654,1.359709,0.1009304,0.1696913,0.4288437
